● あいじょう[愛情] 	[명사]애정;사랑
● どっと     [부사]와, 우르르;왈칵, 벌렁;털썩
● ととのう[整う]     [동사]가락이 나다;컨디션이 좋아지다, 가지...
● とどまる[止まる·留まる·停まる]     [동사]움직이지 않다;머물다, 체재하다;머무...
● どなる[怒鳴る·呶鳴る]     [동사]큰소리로 부르다;고함치다, 호통치다;...
● とにかく[兎に角·左右]     [부사]하여간;어쨌든;좌우간
● とぶ[跳ぶ] [동사]뛰다;도약하다;뛰어넘다
● とまる[留(ま)る]     [동사]머물다, 붙박이다;고정되다, 앉다;쉬...
● とめる[留める] [동사]만류하다, 고정시키다, 붙박아 움직이...
● ともかく[兎も角]     [부사]하여간;어쨌든;여하튼
● ともなう[伴う]     [동사]함께 가다;따라가다, 상반하다, 어울...
● ともに[共に]     [부사]함께;같이, 동시에;또
● どよう[土曜]     [명사]토요일
● とらえる[捕(ら)える]     [동사]잡다;붙잡다, 인식·파악하다;받아들이...
● トランプ     [명사]트럼프;카드
● とりあえず[取(り)敢えず]     [부사]부랴부랴;급히, 우선
● とりあげる[取(り)上げる]     [동사]집어 들다;들어 올리다, 빼앗다, 거...
● とりいれる[取(り)入れる]     [동사]안에 넣다, 거두어들이다, 받아들이다...
● とる[捕る] [동사]잡다
● トン     [명사]톤;돈, 무게의 단위, 용적의 단위
● どんぶり[丼]     [명사]‘どんぶりばち’의 준말, ‘どんぶりめ...
● ない[内]     [접사]내밀히;몰래, 안;내부
● ナイロン     [명사]나일론
● なお[尚·猶]     [부사]역시;여전히, 더구나;오히려, 더욱이...
● ながい[永い] [형용사]아주 오래다;영원하다
● なかば[半ば]     [명사]절반, 복판;중앙
● ながびく[長引く]     [동사]오래 끌다;지연되다
● なかま[仲間]     [명사]한패;동아리, 동류;한무리
● なかみ[中身]     [명사]속;알맹이, 칼의 몸;특히, 칼날 부...
● ながめ[眺め]     [명사]바라봄;또 그 경치, 생각에 잠기어 ...
● ながめる[眺める]     [동사]바라보다, 전망하다;멀리 보다, 응시...
● ながれ[流れ]     [명사]흐름, 흐르는 물;시내, 물결
● なぐさめる[慰める]     [동사]위로하다;달래다
● なぐる[殴る]     [동사]세게 때리다;세게 치다, 일을 겉날리...
● なし[無し]     [명사]없음
● なす[為す·作す]     [동사]하다;행하다
● なぞ[謎]     [명사]수수께끼;불가사의, 넌지시 말하여 깨...
● なぞなぞ[謎謎]     [명사]수수께끼
● なつかしい[懐かしい]     [형용사]그립다, 반갑다, 귀엽다
● なっとく[納得]     [명사]납득;이해
● なでる[撫でる]     [동사]어루만지다;쓰다듬다, 빗질하다, 위로...
● なにか[何か]     [명사]뭔가, 무엇인가, 왜 그런지;어쩐지
● なにしろ[何しろ]     [부사]어쨌든;여하튼;아무튼
● なになに[何何]     [감동사]뭐뭐;무엇이라고
● なにぶん[何分]     [명사]다소간, 어떤;무엇인가, 부디;아무쪼...
● なにも[何も]     [명사]아무것도, 어떠한 일도;무엇이나, 별...
● なべ[鍋]     [명사]냄비, 냄비 요리, 하녀의 대표적 이...
● なまいき[生意気]     [명사]건방짐;주제넘음
● なる[生る]     [동사]열리다;맺히다, 생기다;생업으로 하다
● なる[成る]     [동사]되다;이루어지다, …로 되다;…로 구...
● なれる[馴れる]     [동사]친숙해지다, 따르다, 버릇없이 너무 ...
● なわ[縄]     [명사]새끼;줄, 포승;오랏줄
● なんきょく[南極]     [명사]남극
● なんて[何て]     [조사]…라고는;…라는, …이라니, …따위;...
● なんで[何で]     [부사]어째서;무슨 이유로;왜
● なんでも[何でも]     [부사]무엇이든지;모두, 기어코;어떻든지, ...
● なんとか[何とか]     [명사]뭐라고, 무엇, 어떻게;그럭저럭
● なんとなく[何と無く]     [명사]왠지 모르게;어쩐지, 무심히;아무 생...
● なんとも[何共]     [부사]정말;참으로, 뭐라고;무엇인지, 대단...
● ナンバー     [명사]넘버, 번호, 호수
● なんべい[南米]     [명사]남미;남아메리카
● にえる[煮える]     [동사]삶아지다;익다, 물이 끓다, 화가 나...
● におう[匂う]     [동사]냄새가 나다;향기가 나다, 색이 아름...
● にがす[逃(が)す]     [동사]놓아 주다, 놓치다
● にがて[苦手]     [형용동사]다루기 어렵고 싫은 상대, 잘하지...
● にくむ[憎む]     [동사]미워하다;증오하다, 시기하다, 반대하...
● にくらしい[憎らしい]     [형용사]밉살스럽다;얄밉다
● にこにこ     [부사]생긋생긋;싱글벙글
● にごる[濁る]     [동사]탁하게 되다;흐려지다, 탁음이 되다;...
● にじ[虹·霓]     [명사]무지개
● にちよう[日曜]     [명사]일요;일요일
● にっか[日課]     [명사]일과
● にっこう[日光]     [명사]일광;햇볕
● にっぽん[日本]     [명사]일본
● にぶい[鈍い]     [형용사]둔하다, 무디다, 굼뜨다;느리다
● にほん[日本]     [명사]일본
● にょうぼう[女房]     [명사]처;마누라, 궁중에 방을 따로 가진 ...
● ぬう[縫う]     [동사]꿰매다;바느질하다, 자수하다, 누비고...
● ぬの[布]     [명사]직물의 총칭, 포목;삼베와 무명, 수...
● ね[値]     [명사]값, 가치;값어치
● ね[根]     [명사]뿌리, 근본;근원, 마음속
● ね [조사]…요;…군요, …하여 주게;…하여 주...
● ねじ[捻子·捩子·螺子·螺旋]     [명사]나사, 나삿니, 태엽 감는 장치;또,...
● ねじる[捩る·捻る·拗る]     [동사]비틀다, 뒤틀다;쥐어짜다, 틀다;죄다
● ねっする[熱する]     [동사]뜨겁게 하다;열하다, 뜨거워지다, 열...
● ねったい[熱帯]     [명사]열대
● ねびき[値引き]     [명사]값을 깎음;깎아 줌;→ねさげ
● ねまき[寝巻(き)·寝間着]     [명사]잠옷
● ねらい[狙い]     [명사]겨눔;겨냥, 표적;목적
● ねらう[狙う]     [동사]겨누다;겨냥하다, 노리다, 엿보다
● ねんど[年度]     [명사]연도
● ねんれい[年齢]     [명사]연령;나이;→げつれい
● のう[能]     [명사]능함;재능, 능사, 효능
● のうか[農家]     [명사]농가;농사 짓는 집
● のうぎょう[農業]     [명사]농업;농경
● のうさんぶつ[農産物]     [명사]농산물
● のうど[濃度]     [명사]농도;액체 따위의 짙은 정도, 기수
● のうやく[農薬]     [명사]농약
● のうりつ[能率]     [명사]능률, →モーメント
● ノー     [명사]노, 부정;부인, 아니;아니오
● のがす[逃す]     [동사]놓치다, …할 기회가 있으면서 결과적...
● のき[軒]     [명사]처마, 건물 밖으로 내어 댄 차양
● のこぎり[鋸]     [명사]톱
● のこらず[残らず]     [부사]남김없이;전부;모두
● のこり[残り]     [명사]남은 것;나머지, 뒤에 남음
● のぞく[覗く·窺く·覘く]     [동사]엿보다;들여다 보다, 앞으로 내밀 듯...
● のぞみ[望み]     [명사]바라는 마음, 소망;희망하는 일, 가...
● のぞむ[望む]     [동사]바라다;소망하다, 바라다보다;조망하다...
● のち[後]     [명사]뒤;후, 미래;장래, 사후
● のべる[述べる]     [동사]말하다;진술하다, 기술하다
● のぼる[昇る] [동사]높이 올라가다, 지위가 오르다;또, ...
● のり[糊]     [명사]풀
● のろい[鈍い]     [형용사]느리다, 둔하다;재빠르지 않다, 더...
● のんき[呑気·暢気·暖気]     [형용동사]성격이 느긋한 모양;걱정·근심이 ...
● ば[場]     [명사]장소, 곳;자리, 때;경우
● はあ     [감동사]네, 허어, 예
● はい[灰]     [명사]재
● バイオリン     [명사]바이올린;제금
● はいく[俳句]     [명사]일본의 5·7·5의 3구 17음으로 ...
● バイバイ     [감동사]빠이빠이;안녕, 헤어짐
● パイプ     [명사]파이프, 관, 서양식 담뱃대
● はいぶん[配分]     [명사]배분
● はいゆう[俳優]     [명사]배우
● パイロット     [명사]파일럿, 비행기의 조종사, 수로 안내...
● はえる[生える]     [동사]나다
● はか[墓]     [명사]묘;뫼;무덤
● ばか[馬鹿·莫迦]     [명사]어리석음;바보, 썩 상식적이 아닌 일...
● はがす[剝がす]     [동사]벗기다;떼다
● はかせ[博士]     [명사]박사, →はくし, 학자;식자
● ばからしい[馬鹿らしい]     [형용사]어리석다, 시시하다;어처구니없다
● はかり[秤·衡]     [명사]저울
● はかる[計る]     [동사]상의하다, 헤아리다;가늠하다, 세다
● はきけ[吐き気]     [명사]구역질;욕지기
● はく[吐く]     [동사]토하다, 뱉다, 내뿜다
● ばくだい[ばく大]     [형용동사]막대
● ばくはつ[爆発]     [명사]폭발
● はぐるま[歯車]     [명사]톱니바퀴, 전체를 구성하고 있는 개개...
● はさまる[挟まる]     [동사]틈에 끼이다
● はさみ[鋏]     [명사]가위, 표찍는 가위;개표 가위
● はさむ[挟む]     [동사]끼다, 사이에 두다, 집다
● はさん[破産]     [명사]파산
● はし[端]     [명사]끝;선단, 시초;처음, 가장자리
● はしご[梯子·梯]     [명사]사다리, ‘はしご酒’의 준말
● はす[斜]     [명사]비스듬함;경사
● はずれる[外れる]     [동사]빠지다, 벗겨지다;풀어지다, 누락되다...
● はた[旗]     [명사]기;깃발, →たこ, ‘はたうり’의 준...
● はだ[肌]     [명사]피부;살, 거죽;겉, 껍질
● パターン     [명사]→パタン
● はだか[裸]     [명사]알몸, 맨몸;발가숭이, 무일푼
● はだぎ[肌着]     [명사]내의;속옷
● はたして[果(た)して]     [부사]과연, 생각한 바와 같이;역시, 예상...
● はち[鉢]     [명사]주발;사발, 화분, 바리때 비슷한 용...
● ばつ     [명사]→ばってん
● はっき[発揮]     [명사]발휘
● バック     [명사]백, 뒤, 뒤로 이동함;물러감
● バッグ     [명사]백;휴대용 가방;여자용 백
● はっくつ[発掘]     [명사]발굴
● はっこう[発行]     [명사]발행
● はっしゃ[発射]     [명사]발사
● ばっする[罰する]     [동사]벌하다;벌주다;처벌하다
● はで[派手]     [명사]화려한 모양, 사람 눈을 끌 정도로 ...
● はなしかける[話しかける]     [동사]이야기를 걸다, 이야기를 시작하다;또...
● はなす[放す]     [동사]놓다, 풀어놓다;놓아주다, 넣다
● はなす[離す]     [동사]떼다, 풀다, 옮기다
● はなはだしい[甚だしい]     [형용사]심하다;대단하다
● はなよめ[花嫁]    [명사]신부;새색시
● はなれる[放れる]     [동사]놓이다;풀리다, 발사되다
● はなれる[離れる]     [동사]떨어지다, 붙어 있던 것이 따로 떨어...
● はね[羽根]     [명사]모감주에 구멍을 뚫어 새의 깃을 몇 ...
● ばね[発条·撥条]     [명사]용수철;스프링, 계기
● はねる[跳ねる]     [동사]뛰다;뛰어오르다, 튀다;터지다
● はぶく[省く]     [동사]덜다, 생략하다;줄이다, 없애다
● はへん[破片]     [명사]파편
● はめる[塡める·嵌める]     [동사]끼우다;끼다, 빠뜨리다;속여 넘기다
● はやる[流行る]     [동사]유행하다, 인기가 있다, 만연하다;널...
● はら[原] [명사]들;벌판
● はらいこむ[払(い)込む]     [동사]납입하다;돈을 붓다;납부하다
● はらはら     [부사]아슬아슬;조마조마, 뚝뚝;주르르
● バランス     [명사]밸런스;균형
● はりがね[針金]     [명사]철사
● はりきる[張り切る]     [동사]팽팽히 켕기다;긴장하다;힘이 넘치다
● はん[反]     [명사]반대, 모반;반역, …에 반대되는
● バン     [명사]밴;상자 모양의 화물 자동차
● はんえい[反映]     [명사]반영
● はんけい[半径]     [명사]반경;반지름
● はんこ[判こ]     [명사]도장
● はんこう[反抗]     [명사]반항
● はんざい[犯罪]     [명사]범죄
● ばんざい[万歳]     [명사]만세, 언제까지나 살아서 번영하는 일...
● ハンサム     [형용동사]핸섬;미남임
● はんじ[判事]     [명사]판사
● はんだん[判断]     [명사]판단, 생각해서 확실한 결심을 내림,...
● ばんち[番地]     [명사]번지, 주소
● パンツ     [명사]팬츠, 양복 바지, 남자·아동용의 팬...
● バンド     [명사]밴드, 양복의 허리띠, 줄;끈
● はんとう[半島]     [명사]반도
● ハンドル     [명사]핸들;손잡이
● はんのう[反応]     [명사]반응
● ひ[灯]     [명사]불;등불;→とう
● ひかく[比較]     [명사]비교
● ひかげ[日陰]     [명사]응달;음지, ‘ひかげのかずら’의 준말...
● ひきかえす[引(き)返す]     [동사]되돌아가다;도서다, 되돌리다;되찾다,...
● ひきとめる[引(き)止める·引(き)留める]     [동사]만류하다;말리다
● ひきょう[卑怯]     [형용동사]비겁
● ひきわけ[引(き)分け·引分]     [명사]갈라 놓음;떼어 놓음, 비김;무승부
● ひく[轢く]     [동사]치다
● ひげき[悲劇]     [명사]비극
● ひざ[膝]     [명사]무릎
● ひざし[陽ざし]     [명사]볕이 쬠;볕;햇살
● ひじ[肘·肱·臂]     [명사]팔꿈치;팔꿈치 모양으로 구부러진 것
● ひじょう[非常]     [형용동사]비상;보통이 아님, 평소 때와 다...
● ピストル     [명사]피스톨;권총
● ひたい[額]     [명사]이마
● ひっかかる[引っ掛かる]     [동사]걸리다, 무엇에 걸려 떨어지지 않다,...
● ひっくりかえす[引っ繰り返す]     [동사]뒤집다;뒤엎다, 쓰러뜨리다;넘어뜨리다
● ひっくりかえる[ひっくり返る]     [동사]뒤집히다, 거꾸로 되다, 반대 관계로...
● ひっこむ[引(っ)込む]     [동사]안으로 들어가다;움패다, 틀어박히다
● ひっし[必死]     [명사]필사, 반드시 죽음;죽기를 각오함, ...
● ひっしゃ[筆者]     [명사]필자
● ひっぱる[引(っ)張る]     [동사]끌다, 끌어당기다, 당겨서 팽팽하게 ...
● ひてい[否定]     [명사]부정
● ひとこと[一言]     [명사]일언;한마디 말
● ひとごみ[人込み]     [명사]붐빔;북적임;또, 그 장소
● ひとしい[等しい]     [형용사]같다;동등하다, 한결같이;다 같이,...
● ひととおり[一通り]     [명사]대강;얼추, 필요한 것;일습, 보통;...
● ひとどおり[人通り]     [명사]사람의 왕래
● ひとみ[眸·瞳]     [명사]눈동자;동공;눈
● ひとやすみ[一休み]     [명사]잠깐 쉼
● ひとり[独り] [명사]혼자;독신, 다만;단지
● ひとりごと[一人言·独り言]     [명사]혼잣말;독백
● ひとりでに[独りでに]     [부사]저절로;제물로;자연히
● ひなん[非難]     [명사]비난
● ビニール     [명사]비닐
● ひにく[皮肉]     [명사]가죽과 살;전하여, 신체, 빈정거림;...
● ひにち[日日]     [명사]날;날수, 나날;매일
● ひねる[拈る·捻る]    [동사]비틀다;틀다, 틀어서 방향을 바꾸다;...
● ひのいり[日の入り]     [명사]일몰;해넘이
● ひので[日の出]     [명사]일출;해돋이, 욱일승천하듯 기세가 등...
● ひはん[批判]     [명사]비판
● ひびき[響き]     [명사]울림;그 소리, 반향, 반응;영향
● ひびく[響く]     [동사]울리다, 울려 퍼지다, 여운을 끌며 ...
● ひひょう[批評]     [명사]비평
● ひふ[皮膚]     [명사]피부;살갗
● ひみつ[秘密]     [명사]비밀
● びみょう[微妙]     [형용동사]미묘
● ひょうか[評価]     [명사]평가
● ひょうしき[標識]     [명사]표지
● ひょうじゅん[標準]     [명사]표준
● びょうどう[平等]     [명사]평등
● ひょうばん[評判]     [명사]세상의 평, 잘 알려져 화제에 오름;...
● ひょうほん[標本]     [명사]표본, 채집 보존된 견본, 실물 비슷...
● ひょうろん[評論]     [명사]평론
● ビルディング     [명사]빌딩
● ひろう[疲労]     [명사]피로, 비유적으로, 지나친 사용으로 ...
● ひろば[広場]     [명사]광장;넓은 장소;비유적으로, 의사 소...
● ひろびろ[広広]     [동사]널찍한 모양
● ひろめる[広める]     [동사]넓히다, 널리 퍼지게 하다, 보급시키...
● ひん[品]     [명사]갖추어진 성질;품질, …품;물건
● びん[便]     [명사]편지;소식, 나름;나르는 수단, 형편...
● びん[瓶]     [명사]병
● ピン     [명사]핀, 바늘, ‘ヘアピン’의 준말
● ひんこん[貧困]     [명사]빈곤
● びんせん[便箋]     [명사]편전지;편지지
● ぶ[分]     [명사]무엇을 몇 등분한 것의 하나;특히, ...
● ぶ[部] [명사]부, 나눈 한 구분, 질
● ふあん[不安]     [형용동사]불안
● ふう[風]     [명사]풍습;풍속, 모양;외양, …풍;…식
● ふうせん[風船]     [명사]풍선, 기구, ‘風船玉’ ‘紙風船’의...
● ブーム     [명사]붐;벼락 경기;유행
● ふうん[不運]     [형용동사]불운
● ふえ[笛]     [명사]피리;저;호각
● ふか[不可]     [명사]불가, 옳지 않음, 할 수 없음을 나...
● ぶき[武器]     [명사]무기
● ふきそく[不規則]     [명사]불규칙
● ふきゅう[普及]     [명사]보급
● ふきん[付近·附近]     [명사]부근;근처
● ふく[副]     [명사]부본, 부…
● ふくし[副詞]     [명사]부사
● ふくしゃ[複写]     [명사]복사;카피
● ふくすう[複数]     [명사]복수, 둘 이상의 수, 영어 등 문법...
● ふくそう[服装]     [명사]복장
● ふくむ[含む]     [동사]포함하다;함유하다, 봉오리지다, →ふ...
● ふくめる[含める]     [동사]포함시키다;품게 하다, 잘 설명해 납...
● ふくらます[膨らます]     [동사]부풀게 하다;부풀리다;불룩하게 하다
● ふくらむ[膨らむ]     [동사]부풀다, 부풀어 오르다
● ふくろ[袋]     [명사]자루;주머니, 자루 비슷한 것, 과일...
● ふけつ[不潔]     [형용동사]불결;더러움
● ふける[更ける]     [동사]깊어지다;이슥해지다;한창이다
● ふこう[不幸]     [명사]불행;행복하지 않음, 초상;가족·친척...
● ふごう[符号]     [명사]부호;기호
● ふさがる[塞がる]     [동사]막히다;메다, 닫히다, 차다;이미 차...
● ふさぐ[塞ぐ]     [동사]막다, 틀어막다;가리다, 우울해지다;...
● ふざける[巫山戯る]     [동사]희룽거리다, 농하다;실덕거리다, 남녀...
● ぶさた[無沙汰]     [명사]소식을 전하지 않음;특히, 방문·편지...
● ふし[節]     [명사]마디, 대나무·갈대 등의 줄기의 마디...
● ぶし[武士]     [명사]무사
● ぶじ[無事]     [명사]무사, 평온함, 무위;무료함
● ふしぎ[不思議]     [명사]불가사의;이상함
● ぶしゅ[部首]     [명사]부수;→へんぼうかんきゃく
● ふじゆう[不自由]     [명사]부자유, 자유롭지 못함;속박되어 있음...
● ふじん[夫人]     [명사]부인, 남의 아내의 경칭, 옛날 중국...
● ふじん[婦人]     [명사]부인;여성
● ふすま[襖]     [명사]맹장지
● ふせい[不正]     [명사]부정
● ふせぐ[防ぐ]     [동사]막다, 방어하다, 미리 저지하다;방지...
● ふぞく[付属·附属]     [명사]부속, ‘付属学校’의 준말
● ふたご[双子]     [명사]쌍둥이;쌍생아
● ふたたび[再び]     [부사]두 번;재차;다시
● ふたん[負担]     [명사]부담
● ぶつ[打つ]     [동사]때리다;치다, 연설하다의 힘줌말
● ぶつ[物]     [명사]→えらぶつ, 현물;물건, …물
● ふつう[不通]     [명사]불통;교통·통신·뜻 등이 통하지 않음...
● ぶっしつ[物質]     [명사]물질
● ぶっそう[物騒]     [형용동사]세상이 뒤숭숭하고, 위험한 상태
● ふと[不図]     [부사]뜻밖에;우연히, 갑자기;잠시, 간단히...
● ふなびん[船便·舟便]     [명사]선편;배편
● ふぶき[吹雪]     [명사]눈보라
● ふへい[不平]     [명사]불평
● ふぼ[父母]     [명사]부모
● ふもと[麓]     [명사]기슭
● ぶらさげる[ぶら下げる]     [동사]축 늘어뜨리다;매달다, 손에 들다
● プラスチック     [명사]플라스틱;합성수지
● ふり[不利]     [형용동사]불리;불이익
● フリー     [명사]프리, 자유로움, ‘フリーランサー’인...
● ふりがな[振(り)仮名]     [명사]한자 옆에 읽는 법을 仮名로 단 것
● ふりむく[振(り)向く]     [동사]돌아보다, →ふりむける
● ふるさと[古里·故里·故郷]     [명사]고향, 예전에 살던 곳, 고적
● ふるまう[振(る)舞う]     [동사]행동하다, 대접하다;향응하다
● ふれる[触れる]     [동사]접촉하다;닿다, 들어오다;느끼다, 대...
● ふろ[風呂]     [명사]목욕;목욕통, 대중목욕탕, 칠을 한 ...
● プロ     [명사]프로, ‘プログラム’의 준말, ‘プロ...
● ブローチ     [명사]브로치
● プログラム     [명사]프로그램, 순서;프로, 예정;계획
● ふろしき[風呂敷]     [명사]보자기, 허풍
● ふわふわ     [부사]둥실둥실;둥둥, 푹신푹신, 달걀 따위...
● ぶん[分]     [명사]분;분수, 분…;나뉜, …분
● ぶん[文]     [명사]글;글월, 문절, …문
● ふんか[噴火]     [명사]분화
● ぶんかい[分解]     [명사]분해
● ぶんげい[文芸]     [명사]문예
● ふんすい[噴水]     [명사]분수
● ぶんせき[分析]     [명사]분석
● ぶんたい[文体]     [명사]문체
● ぶんぷ[分布]     [명사]분포
● ぶんみゃく[文脈]     [명사]문맥, 어떤 사물의 배경이나 주위 상...
● ぶんめい[文明]     [명사]문명
● ぶんや[分野]     [명사]분야, 영역, 활동 범위
● ぶんりょう[分量]     [명사]분량
● ぶんるい[分類]     [명사]분류
● へい[塀]     [명사]담;특히, 널판장
● へいかい[閉会]     [명사]폐회
● へいたい[兵隊]     [명사]병대;군대;또, 그 병정
● へいや[平野]     [명사]평야
● へこむ[凹む]     [동사]욱다;움푹 패다, 굴복하다;찌부러지다...
● へそ[臍]     [명사]배꼽, 물건의 중심부에 있는 높은 부...
● へだたる[隔たる]     [동사]떨어지다, 지나다;경과하다, 사이가 ...
● へだてる[隔てる]     [동사]사이를 떼다;사이에 두다, 칸을 막다...
● べっそう[別荘]     [명사]별장, 교도소
● ベテラン     [명사]베테랑;노련한 사람;숙련자
● ヘリコプター     [명사]헬리콥터;→オートジャイロ
● へる[綜る]     [동사]날실을 베틀에 걸다
● へん[編]     [명사]편, 편집;편찬, 시문을 세는 말
● ペンキ     [명사]뼁끼;페인트
● べんじょ[便所]     [명사]변소;뒷간
● ベンチ     [명사]벤치
● ペンチ     [명사]펜찌;철사 끊는 가위
● ぽい [부사]홱;→ぽいと
● ほう[法]     [명사]법, 법률;규칙, …법
● ぼう[棒]     [명사]몽둥이;막대기, 멜대, 줄
● ほうがく[方角]     [명사]방위, 방향, 수단 방법
● ほうき[箒·帚]     [명사]비
● ほうげん[方言]     [명사]방언;사투리, 은어;변말
● ぼうけん[冒険]     [명사]모험
● ほうこう[方向]     [명사]방향
● ぼうさん[坊さん]     [명사]중을 친숙하게 부르는 말
● ぼうし[防止]     [명사]방지
● ほうしゅつ[放出]     [명사]방출, 세차게 내뿜음
● ほうしん[方針]     [명사]방침
● ほうそう[包装]     [명사]포장
● ほうたい[包帯]     [명사]붕대
● ぼうだい[膨大]     [형용동사]방대
● ほうていしき[方程式]     [명사]방정식, ‘化学方程式’의 준말
● ぼうはん[防犯]     [명사]방범
● ほうふ[豊富]     [형용동사]풍부
● ほうもん[訪問]     [명사]방문
● ぼうや[坊や]     [명사]아가, 철없는 젊은 사나이;철부지
● ぼうりょく[暴力]     [명사]폭력
● ほうる[放る·抛る]     [동사]멀리 내던지다;던지다, 집어치우다;단...
● ほえる[吠える·吼える]     [동사]짖다;으르렁거리다, 사람이 큰 소리로...
● ほお[頬]     [명사]볼;뺨
● ボーイ     [명사]보이, 사환;웨이터, 소년
● ホーム     [명사]홈, 가정;고향, 본루
● ほがらか[朗らか]     [형용동사]쾌활한 모양, 쾌청함
● ぼくじょう[牧場]     [명사]목장
● ぼくちく[牧畜]     [명사]목축
● ほけん[保健]     [명사]보건
● ほこり[誇り]     [명사]자랑;긍지;명예로움
● ぼしゅう[募集]     [명사]모집
● ほしょう[保証]     [명사]보증
● ほっきょく[北極]     [명사]북극
● ほど[程]     [명사]한계;한도, 가치;가치 있는 것, 정...
● ほとけ[仏]     [명사]부처;불타, 고인;사자, 정직하고 착...
● ほのお[炎]     [명사]불꽃;불길
● ほほ[頬]     [명사]→ほお
● ほぼ[略·粗]     [부사]거의;대부분;대개
● ほり[堀]     [명사]땅을 파서 만든 수로, 해자
● ほる[掘る]     [동사]파다;구멍을 뚫다, 캐다, →ほれる
● ほる[彫る]     [동사]새기다;조각하다, 문신을 넣다
● ぼろ[襤褸]     [명사]넝마;누더기, 낡은 것;고물, 허술한...
● ぼん[盆]     [명사]쟁반, →うらぼん, 도박에서, 주사위...
● ぼんち[盆地]     [명사]분지
● ほんと     [명사]→ほんとう
● ほんの[本の]     [형용동사]그저 명색뿐인;정말 그 정도밖에 ...
● ぼんやり     [부사]어렴풋이;아련히, 멀거니;멍청히, 멍...
● ほんらい[本来]     [부사]본래, 당연;도리
● まあ     [부사]지금으로서는;그럭저럭, 자;뭐, 어머
● マーケット     [명사]마켓;시장;판로
● まあまあ     [부사]자자;그저, 불충분하지만 그 정도로서...
● マイク     [명사]마이크
● まいすう[枚数]     [명사]매수;장수
● まく[蒔く·播く]     [동사]뿌리다;파종하다, 원인을 만들다, 무...
● まく[撒く]     [동사]뿌리다;살포하다, 동행자·미행자 따위...
● まく[幕]     [명사]막, 가리거나 칸막이로 쓰는 넓은 천...
● まくら[枕]     [명사]베개, 잘 때 머리를 두는 방향, 밑...
● まさつ[摩擦]     [명사]마찰
● まさに[将に] [부사]바야흐로;막;하마터면
● まじる[混じる·交じる]     [동사]섞이다;혼입하다, 사귀다;교제하다
● ます[増す]     [동사]커지다;많아지다, 더욱 …해지다;더 ...
● マスター     [명사]마스터, 장;선장, 숙달함;완전히 습...
● ますます[益·益益]     [부사]점점;더욱더
● まぜる[交ぜる] [동사]섞다
● またぐ[跨ぐ]     [동사]가랑이를 벌리고 서다
● まちあわせる[待ち合(わ)せる·待合せる]     [동사]시간·장소를 미리 정하고 만나기로 하...
● まっさき[真っ先]     [명사]맨 앞;맨 먼저
● まったく[まったく·全く]     [부사]완전히;아주, 정말로;참으로
● まつる[祭る]     [동사]제사 지내다, 혼령을 모시다
● まねる[真似る]     [동사]흉내내다;모방하다
● まぶた[目蓋·瞼]     [명사]눈꺼풀
● ママ     [명사]마마, 엄마, 술집·다방 등의 마담
● まもなく[間も無く]     [부사]이윽고;곧;머지않아
● まる[円] [명사]원형;또, 그런 모양의 것, 돈의 은...
● まるで[丸で]     [부사]마치;꼭, 전혀;전연
● まれ[希·稀]     [형용동사]드묾;희소함;좀처럼 없음
● まわす[回す]     [동사]돌리다, 회전시키다, 차례로 돌리다
● まんいち[万一]     [명사]만일;만에 하나;만약
● み[実]     [명사]열매;과실, 씨;종자, 국 건더기
● み[未] [명사]양;지지의 여덟째, 미…;아직 …되지...
● みかけ[見掛け]     [명사]외관;겉보기
● みかづき[三日月]     [명사]초사흘 달;초승달;또, 그런 모양
● みごと[見事·美事]     [형용동사]훌륭함;멋짐, 완전함
● みさき[岬]     [명사]갑;곶
● みじめ[惨め]     [형용동사]비참함;참혹함
● ミシン     [명사]미싱;재봉틀
● みずから[みずから·自ら]     [부사]몸소;자신이, 자기;자신
● みせや[店屋]     [명사]상점;가게
● みそ[味噌]     [명사]된장, 된장 비슷한 것, 자랑거리;특...
● みだれる[乱れる]     [동사]어지러워지다;흐트러지다;혼란해지다
● みちじゅん[道順]     [명사]길;순서
● みちる[満ちる]     [동사]차다, 그득 차다, 둥글어지다
● みつ[密]     [형용동사]비밀, 빽빽함;꽉 들어참, 잘 미...
● みっともない     [형용사]보기 흉하다;꼴사납다, 창피하다
● みつめる[見詰める]     [동사]응시하다;주시하다
● みとめる[認める]     [동사]인정하다, 인지하다;알아차리다, 판단...
● みなれる[見慣れる]     [동사]늘 보아서 익숙하다;눈익다
● みのる[実る]     [동사]열매를 맺다;여물다;결실하다
● みぶん[身分]     [명사]신분, 사회에서의 지위, 법률상의 지...
● みほん[見本]     [명사]견본;겨냥;표본
● みまん[未満]     [명사]미만
● みやこ[都]     [명사]서울;수도, 인구가 많고 번화한 중심...
● みょう[妙]     [명사]인지가 미치지 못할 정도로 뛰어남, ...
● みょうじ[名字]     [명사]성씨;성
● ミリ     [명사]밀리
● みりょく[魅力]     [명사]매력
● みんしゅ[民主]     [명사]민주
● みんよう[民謡]     [명사]민요
● むかう[向かう]     [동사]향하다, 면하다, 보다;대하다
● むく[剝く]     [동사]벗기다;까다, →むける
● むける[向ける]     [동사]향하다, 돌리다, 돌려쓰다;충당하다
● むげん[無限]     [명사]무한
● むじゅん[矛盾]     [명사]모순
● むしろ[寧ろ]     [부사]차라리;오히려
● むすう[無数]     [형용동사]무수
